Timestamp, 0Pitch,0Yaw,0Roll,0DirectionX,0DirectionY,0DirectionZ,0ArmDirectionX,0ArmDirectionY, 0ArmDirectionZ,0PalmNormalX,0PalmNormalY,0PalmNormalZ,0HandVelocityX,0HandVelocityY,0HandVelocityZ,0PalmPositionX,0PalmPositionY,0PalmPositionZ,0WristPositionX,0WristPositionY,0WristPositionZ,0ThumbMetaPrevX,0ThumbMetaPrevY, 0ThumbMetaPrevZ,0ThumbMetaNextX,0ThumbMetaNextY, 0ThumbMetaNextZ,0ThumbProxNextX,0ThumbProxNextY, 0ThumbProxNextZ,0ThumbInterNextX,0ThumbInterNextY, 0ThumbInterNextZ,0ThumbDistNextX,0ThumbDistNextY, 0ThumbDistNextZ,0IndexMetaPrevX,0IndexMetaPrevY, 0IndexMetaPrevZ,0IndexMetaNextX,0IndexMetaNextY, 0IndexMetaNextZ,0IndexProxNextX,0IndexProxNextY, 0IndexProxNextZ,0IndexInterNextX,0IndexInterNextY, 0IndexInterNextZ,0IndexDistNextX,0IndexDistNextY, 0IndexDistNextZ,0MiddleMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0MiddleMetaNextX,0MiddleMetaNextY, 0MiddleMetaNextZ,0MiddleProxNextX,0MiddleProxNextY, 0MiddleProxNextZ,0MiddleInterNextX,0MiddleInterNextY, 0MiddleInterNextZ,0MiddleDistNextX,0MiddleDistNextY, 0MiddleDistNextZ,0RingMetaPrevX,0MiddleMetaPrevY, 0MiddleMetaPrevZ,0RingMetaNextX,0RingMetaNextY, 0RingMetaNextZ,0RingProxNextX,0RingProxNextY, 0RingProxNextZ,0RingInterNextX,0RingInterNextY, 0RingInterNextZ,0RingDistNextX,0RingDistNextY, 0RingDistNextZ,0PinkyMetaPrevX,0PinkyMetaPrevY, 0PinkyMetaPrevZ,0PinkyMetaNextX,0PinkyMetaNextY, 0PinkyMetaNextZ,0PinkyProxNextX,0PinkyProxNextY, 0PinkyProxNextZ,0PinkyInterNextX,0PinkyInterNextY, 0PinkyInterNextZ,0PinkyDistNextX,0PinkyDistNextY, 0PinkyDistNextZ,ActivityClass
07.07.00.379138,1.425074,1.413,1.179707,0.935214,0.183348,-0.302916,0.899585,0.351165,-0.259672,0.274759,-0.113291,0.954815,-0.886768,9.84988,9.64725,18.6111,200.199,85.4636,-32.9032,161.014,92.1754,-1.52019,153.257,91.7732,-1.52019,153.257,91.7732,40.0134,159.747,77.1775,68.0634,165.247,68.0921,82.7654,169.472,64.2591,-4.69771,164.801,75.0409,46.3282,201.505,74.4783,74.2103,226.653,73.1555,90.2175,239.967,74.9348,98.994,246.853,77.0613,-10.0744,173.902,76.7743,33.2812,214.779,78.4094,62.7056,244.846,79.0845,80.8317,261.167,82.6986,90.2983,267.672,87.5725,-15.5864,181.049,81.8394,17.5509,222.909,85.5854,41.9834,252.882,90.7728,57.8034,269.972,96.5101,66.4658,276.995,102.057,-21.9657,185.273,91.1307,2.72476,228.085,94.5977,18.7021,252.62,104.311,27.3868,265.956,109.591,34.8602,269.691,117.376,wave
07.07.00.393101,1.424003,1.412567,1.176618,0.935393,0.182669,-0.302774,0.899763,0.350723,-0.259652,0.276261,-0.11491,0.954188,-1.00806,8.47789,9.88027,18.6172,200.316,85.6174,-32.9782,161.243,92.3744,-1.62528,153.425,91.9184,-1.62528,153.425,91.9184,39.9087,159.832,77.2892,67.9633,165.31,68.2083,82.6644,169.578,64.4212,-4.79944,164.986,75.2017,46.3182,201.561,74.5786,74.2555,226.648,73.3164,90.29,239.923,75.1223,99.08,246.786,77.2641,-10.1512,174.101,76.9576,33.3109,214.866,78.5506,62.857,244.805,79.3898,81.0367,261.05,83.0649,90.5219,267.503,87.9684,-15.6359,181.257,82.04,17.6144,223.029,85.7641,42.1751,252.876,91.0568,58.065,269.884,96.8418,66.7596,276.822,102.442,-21.9904,185.485,91.346,2.81502,228.231,94.8079,18.9092,252.689,104.489,27.6537,265.978,109.75,35.1512,269.898,117.412,wave
07.07.00.410058,1.424083,1.412996,1.173706,0.935466,0.182571,-0.302607,0.899839,0.350255,-0.260022,0.276769,-0.116068,0.953901,1.20504,1.68209,8.65037,18.6276,200.331,85.6921,-33.0084,161.311,92.451,-1.66864,153.458,91.9669,-1.66864,153.458,91.9669,39.8666,159.848,77.334,67.9232,165.324,68.2582,82.6248,169.602,64.485,-4.83913,165.039,75.2617,46.3226,201.552,74.6352,74.2967,226.597,73.3987,90.3502,239.847,75.2123,99.1505,246.695,77.355,-10.1787,174.158,77.0286,33.3341,214.869,78.6272,62.9459,244.738,79.5413,81.1556,260.943,83.2378,90.6533,267.381,88.1338,-15.6512,181.316,82.121,17.6525,223.045,85.8583,42.2657,252.845,91.1627,58.1867,269.822,96.9506,66.8964,276.743,102.548,-21.9948,185.542,91.4369,2.86496,228.255,94.9187,19.0054,252.695,104.553,27.7734,265.971,109.787,35.2806,270.033,117.365,wave
07.07.00.424018,1.424736,1.414343,1.167708,0.935718,0.182418,-0.301921,0.900124,0.34944,-0.260132,0.277139,-0.118183,0.953534,0.272631,-2.8554,5.70265,18.6203,200.312,85.8079,-33.0945,161.392,92.5406,-1.77881,153.469,92.0222,-1.77881,153.469,92.0222,39.7688,159.886,77.438,67.8324,165.357,68.3829,82.5408,169.604,64.6028,-4.93279,165.089,75.3391,46.3108,201.488,74.7355,74.346,226.462,73.5314,90.4309,239.671,75.3469,99.248,246.5,77.4749,-10.2512,174.218,77.1211,33.3545,214.828,78.7542,63.0802,244.575,79.8009,81.3421,260.705,83.5449,90.8605,267.123,88.4224,-15.7042,181.382,82.2282,17.6961,223.029,86.0084,42.4088,252.735,91.3583,58.3875,269.645,97.1728,67.1215,276.531,102.773,-22.0324,185.606,91.5584,2.92605,228.256,95.0903,19.1483,252.657,104.669,27.9589,265.909,109.871,35.478,270.164,117.331,wave
07.07.00.438979,1.425157,1.415368,1.164604,0.935992,0.183163,-0.300616,0.900305,0.349237,-0.259779,0.276453,-0.118905,0.953643,1.47306,-4.22749,4.0837,18.6635,200.236,85.8722,-33.1183,161.398,92.5718,-1.82523,153.421,92.0668,-1.82523,153.421,92.0668,39.7375,159.879,77.5456,67.8086,165.372,68.5299,82.5187,169.628,64.7694,-4.94743,165.056,75.3836,46.3637,201.36,74.8132,74.4102,226.319,73.6595,90.4997,239.512,75.5153,99.3168,246.332,77.6652,-10.2532,174.198,77.1641,33.4267,214.728,78.8275,63.2214,244.395,79.9863,81.5169,260.461,83.8165,91.0389,266.853,88.7151,-15.696,181.371,82.2701,17.7794,222.956,86.076,42.5482,252.612,91.4126,58.5632,269.478,97.2418,67.308,276.353,102.833,-22.0212,185.605,91.602,3.01435,228.208,95.1556,19.3094,252.588,104.65,28.1588,265.828,109.807,35.6844,270.239,117.172,wave
07.07.00.454935,1.42612,1.416627,1.161368,0.936317,0.184932,-0.298514,0.900114,0.349972,-0.259448,0.27592,-0.119736,0.953694,2.96624,-6.44006,0.870186,18.7106,200.174,85.9168,-33.0969,161.361,92.5699,-1.81935,153.366,92.0723,-1.81935,153.366,92.0723,39.7601,159.884,77.6276,67.8399,165.43,68.6753,82.5492,169.726,64.9608,-4.9212,165.016,75.3931,46.4185,201.281,74.8698,74.4545,226.25,73.7877,90.5405,239.431,75.7262,99.3525,246.234,77.9448,-10.2236,174.165,77.1774,33.4871,214.659,78.8871,63.2982,244.301,80.1285,81.615,260.307,84.0947,91.1304,266.645,89.0721,-15.664,181.338,82.2858,17.842,222.894,86.1339,42.6086,252.56,91.4004,58.6399,269.398,97.2496,67.3887,276.257,102.852,-21.9893,185.572,91.6218,3.07783,228.154,95.2144,19.4089,252.54,104.634,28.2792,265.786,109.751,35.8148,270.216,117.1,wave
07.07.00.469895,1.426878,1.417572,1.158282,0.936477,0.186795,-0.296846,0.900357,0.348598,-0.260456,0.275953,-0.120764,0.953554,0.0714739,-1.28098,3.32736,18.748,200.124,85.9663,-33.0828,161.342,92.6012,-1.80802,153.319,92.0807,-1.80802,153.319,92.0807,39.7815,159.912,77.7004,67.8655,165.513,68.7983,82.573,169.843,65.1177,-4.90022,164.986,75.4086,46.4588,201.223,74.9135,74.4661,226.227,73.9365,90.5406,239.405,75.9903,99.3426,246.187,78.3054,-10.2013,174.14,77.2067,33.5312,214.609,78.9493,63.3374,244.254,80.208,81.67,260.216,84.2749,91.1814,266.496,89.3336,-15.6388,181.311,82.3219,17.8898,222.846,86.2049,42.6578,252.527,91.3629,58.7099,269.348,97.2024,67.4698,276.185,102.812,-21.9621,185.542,91.6648,3.12813,228.108,95.2941,19.5314,252.477,104.646,28.443,265.716,109.727,36.0043,270.057,117.109,wave
07.07.00.486850,1.427285,1.417979,1.157804,0.936557,0.18788,-0.29591,0.900327,0.348488,-0.260706,0.275595,-0.120764,0.953658,3.12982,-1.62086,4.09605,18.7752,200.11,86.0018,-33.0536,161.324,92.6212,-1.77744,153.301,92.1074,-1.77744,153.301,92.1074,39.8169,159.915,77.7501,67.9038,165.549,68.8759,82.6083,169.918,65.2266,-4.86311,164.968,75.432,46.492,201.211,74.9581,74.4764,226.245,74.0319,90.542,239.423,76.1612,99.3359,246.195,78.5424,-10.1676,174.123,77.2306,33.5596,214.597,78.9917,63.353,244.257,80.2634,81.6898,260.199,84.402,91.1944,266.45,89.5111,-15.6087,181.294,82.3437,17.9137,222.832,86.2411,42.6734,252.529,91.3618,58.7313,269.34,97.2163,67.4919,276.164,102.843,-21.9363,185.526,91.6856,3.14767,228.094,95.3261,19.5743,252.463,104.654,28.5006,265.705,109.722,36.072,269.954,117.152,wave
07.07.00.502811,1.427603,1.418289,1.157151,0.936693,0.188836,-0.294869,0.900282,0.348638,-0.26066,0.275501,-0.120937,0.953663,3.36946,0.680202,3.38159,18.8075,200.11,86.0451,-33.0183,161.318,92.6521,-1.74149,153.297,92.1412,-1.74149,153.297,92.1412,39.8582,159.902,77.7935,67.95,165.566,68.9502,82.6506,169.988,65.3479,-4.82403,164.965,75.461,46.528,201.213,75.0002,74.4847,226.285,74.1791,90.5398,239.457,76.4384,99.3228,246.202,78.9372,-10.1318,174.122,77.2667,33.5918,214.6,79.0408,63.3667,244.282,80.3308,81.7155,260.18,84.5965,91.2103,266.372,89.7996,-15.5754,181.292,82.3803,17.9431,222.832,86.29,42.681,252.57,91.2924,58.7564,269.359,97.1714,67.523,276.151,102.831,-21.9045,185.525,91.7254,3.1755,228.094,95.3775,19.6451,252.471,104.642,28.5987,265.724,109.678,36.193,269.763,117.21,wave
07.07.00.516771,1.427449,1.418032,1.157678,0.936731,0.189253,-0.294481,0.9002,0.349392,-0.259935,0.275757,-0.120876,0.953597,3.14875,2.56412,3.99988,18.8561,200.126,86.1055,-32.9563,161.315,92.7145,-1.67871,153.31,92.2065,-1.67871,153.31,92.2065,39.9208,159.895,77.8488,68.0139,165.571,69.0172,82.7111,170.027,65.4429,-4.76629,164.973,75.5226,46.575,201.236,75.0507,74.514,226.331,74.2967,90.5618,239.501,76.6252,99.3384,246.232,79.1869,-10.0775,174.13,77.3347,33.6347,214.621,79.0995,63.3967,244.317,80.3879,81.7501,260.199,84.7051,91.2407,266.353,89.9619,-15.5228,181.298,82.4493,17.9844,222.848,86.3521,42.7147,252.602,91.2981,58.7997,269.381,97.186,67.57,276.155,102.861,-21.851,185.532,91.7969,3.21743,228.108,95.444,19.7132,252.487,104.684,28.6843,265.745,109.708,36.2916,269.586,117.335,wave
07.07.00.531731,1.425878,1.416511,1.160361,0.936824,0.189448,-0.294058,0.90004,0.350342,-0.259207,0.276499,-0.120318,0.953453,-0.00796427,3.9232,2.09709,18.8865,200.185,86.1331,-32.9353,161.392,92.7968,-1.66819,153.385,92.2856,-1.66819,153.385,92.2856,39.9319,159.915,77.9038,68.0282,165.596,69.0847,82.7195,170.112,65.5597,-4.76203,165.036,75.5917,46.5971,201.272,75.05,74.5562,226.347,74.3596,90.6157,239.492,76.7525,99.3955,246.195,79.3775,-10.0668,174.197,77.4085,33.6672,214.667,79.107,63.4615,244.331,80.4044,81.8423,260.167,84.7774,91.3368,266.269,90.0913,-15.505,181.371,82.5214,18.0264,222.907,86.3656,42.7942,252.63,91.3127,58.9101,269.367,97.2394,67.6906,276.1,102.948,-21.8246,185.618,91.8691,3.26831,228.185,95.464,19.8179,252.536,104.693,28.8198,265.781,109.713,36.4404,269.5,117.39,wave
07.07.00.546690,1.425243,1.415896,1.161708,0.936864,0.18916,-0.294115,0.899907,0.350891,-0.258926,0.276645,-0.119939,0.953458,-1.27172,2.31817,1.47053,18.8757,200.205,86.1456,-32.9487,161.417,92.8298,-1.68666,153.412,92.3232,-1.68666,153.412,92.3232,39.9129,159.902,77.9222,68.0103,165.575,69.1014,82.6997,170.11,65.5924,-4.78116,165.055,75.6228,46.5844,201.282,75.0558,74.553,226.345,74.3813,90.618,239.479,76.7953,99.3996,246.17,79.4407,-10.0837,174.217,77.439,33.6579,214.68,79.1116,63.469,244.326,80.4185,81.8614,260.142,84.8133,91.357,266.222,90.1501,-15.5199,181.395,82.5491,18.0195,222.927,86.3688,42.8141,252.622,91.3442,58.9467,269.33,97.3007,67.7312,276.041,103.03,-21.8376,185.649,91.8951,3.26346,228.213,95.4664,19.8383,252.547,104.701,28.8548,265.784,109.724,36.4792,269.417,117.439,wave
07.07.00.561650,1.424526,1.415197,1.163504,0.936903,0.188836,-0.2942,0.899827,0.35143,-0.258473,0.27667,-0.11936,0.953523,4.80818,0.0512116,0.437992,18.9356,200.233,86.1813,-32.8917,161.451,92.8859,-1.6346,153.448,92.3904,-1.6346,153.448,92.3904,39.9638,159.892,77.9669,68.0619,165.556,69.1437,82.7484,170.112,65.6519,-4.72764,165.079,75.6807,46.6436,201.298,75.0877,74.6205,226.348,74.4305,90.6887,239.473,76.8509,99.4716,246.157,79.5072,-10.0285,174.244,77.4946,33.7195,214.7,79.1387,63.5546,244.317,80.4565,81.9585,260.115,84.8572,91.4571,266.182,90.2005,-15.4635,181.425,82.6001,18.0827,222.954,86.3911,42.9237,252.597,91.426,59.0814,269.262,97.4299,67.871,275.944,103.182,-21.7813,185.69,91.9407,3.32676,228.252,95.4831,19.938,252.55,104.748,28.9751,265.769,109.788,36.6007,269.283,117.555,wave
07.07.00.576610,1.424242,1.414992,1.163523,0.936931,0.187966,-0.294668,0.900175,0.350223,-0.258898,0.276861,-0.119436,0.953458,-1.87712,0.351697,1.52071,18.934,200.235,86.2084,-32.909,161.478,92.9285,-1.6516,153.456,92.4226,-1.6516,153.456,92.4226,39.9457,159.874,77.9876,68.0431,165.511,69.1509,82.7323,170.042,65.6429,-4.74398,165.087,75.7122,46.6391,201.289,75.1061,74.6257,226.322,74.4804,90.6961,239.438,76.8983,99.4806,246.118,79.5493,-10.0415,174.254,77.5313,33.7203,214.696,79.1642,63.5791,244.279,80.5054,81.9902,260.065,84.8954,91.4932,266.127,90.2295,-15.4728,181.438,82.6376,18.0881,222.955,86.4198,42.9798,252.534,91.5442,59.1611,269.152,97.5987,67.9563,275.801,103.377,-21.7885,185.707,91.9752,3.33447,228.261,95.5107,19.9837,252.507,104.838,29.0414,265.698,109.913,36.6665,269.089,117.73,wave
07.07.00.591570,1.42494,1.415625,1.161484,0.936865,0.188239,-0.294704,0.900587,0.348763,-0.259437,0.277151,-0.120232,0.953274,0.357874,-0.228931,0.405449,18.9555,200.218,86.2155,-32.8847,161.457,92.921,-1.617,153.422,92.3914,-1.617,153.422,92.3914,39.9794,159.893,77.9801,68.0733,165.538,69.1427,82.7649,170.037,65.6096,-4.71684,165.072,75.6923,46.6566,201.288,75.1053,74.64,226.318,74.5272,90.7073,239.428,76.9663,99.49,246.104,79.6238,-10.0161,174.236,77.5244,33.7355,214.688,79.1823,63.5979,244.258,80.5473,82.0096,260.036,84.9392,91.514,266.09,90.2744,-15.4479,181.414,82.6381,18.1032,222.937,86.449,43.02,252.474,91.6529,59.2126,269.058,97.7528,68.0102,275.681,103.553,-21.7637,185.676,91.977,3.34907,228.233,95.5446,20.0187,252.438,104.936,29.0874,265.605,110.045,36.7109,268.902,117.9,wave
07.07.00.606530,1.425524,1.416137,1.159954,0.936795,0.188511,-0.294751,0.900873,0.347783,-0.25976,0.277351,-0.120823,0.953141,0.0438675,-2.69753,-0.417408,18.9558,200.194,86.2118,-32.8788,161.425,92.9036,-1.60207,153.384,92.3576,-1.60207,153.384,92.3576,39.9929,159.896,77.9613,68.084,165.549,69.1228,82.777,170.028,65.5722,-4.70832,165.049,75.6675,46.6545,201.28,75.0972,74.6306,226.315,74.5427,90.694,239.425,76.9942,99.4745,246.101,79.6546,-10.0099,174.21,77.5084,33.7303,214.674,79.1873,63.5866,244.246,80.5633,81.9941,260.026,84.9525,91.4984,266.079,90.2861,-15.4429,181.383,82.6277,18.0968,222.913,86.4621,43.0191,252.435,91.7063,59.2128,269.009,97.8242,68.0105,275.623,103.633,-21.7593,185.638,91.9684,3.3418,228.2,95.5616,20.0165,252.384,104.991,29.0874,265.54,110.12,36.7097,268.808,117.985,wave
07.07.00.622487,1.426649,1.417124,1.157663,0.936661,0.188694,-0.29506,0.901186,0.346703,-0.260117,0.277364,-0.121586,0.953041,-0.648919,-2.51881,0.468834,18.9526,200.161,86.2215,-32.8669,161.369,92.8799,-1.57613,153.327,92.3197,-1.57613,153.327,92.3197,40.0155,159.899,77.9436,68.1014,165.557,69.0962,82.7971,169.994,65.5078,-4.68981,165.011,75.6412,46.6505,201.274,75.1098,74.611,226.321,74.5709,90.667,239.432,77.0388,99.4435,246.108,79.7067,-9.9972,174.167,77.4912,33.7177,214.656,79.2126,63.5448,244.251,80.5737,81.9386,260.044,84.9524,91.4401,266.109,90.2726,-15.4346,181.332,82.6172,18.079,222.879,86.4945,42.979,252.412,91.7455,59.1617,268.989,97.8712,67.955,275.609,103.674,-21.7546,185.575,91.9591,3.31969,228.149,95.5957,19.9777,252.323,105.068,29.0394,265.474,110.221,36.6556,268.697,118.108,wave
07.07.00.636449,1.428097,1.418406,1.154011,0.936511,0.189367,-0.295106,0.901537,0.34548,-0.260529,0.277782,-0.12298,0.95274,-1.09727,-3.71112,0.157638,18.943,200.09,86.2159,-32.8574,161.269,92.8348,-1.55128,153.229,92.242,-1.55128,153.229,92.242,40.0368,159.888,77.8991,68.1167,165.566,69.0507,82.8146,169.963,65.4274,-4.67892,164.941,75.5849,46.6352,201.242,75.0963,74.5816,226.299,74.5806,90.6316,239.41,77.0662,99.4053,246.082,79.744,-9.99188,174.089,77.4526,33.6947,214.607,79.2266,63.4839,244.234,80.552,81.8626,260.045,84.9089,91.3644,266.131,90.1993,-15.4324,181.242,82.5924,18.0528,222.806,86.5276,42.9127,252.373,91.7443,59.0754,268.975,97.8411,67.8654,275.618,103.619,-21.7526,185.466,91.9417,3.29256,228.051,95.6408,19.9263,252.225,105.144,28.9739,265.373,110.313,36.5881,268.591,118.2,wave
07.07.00.652407,1.429411,1.419476,1.151561,0.936469,0.190331,-0.294619,0.901199,0.346831,-0.259901,0.277965,-0.123877,0.95257,-1.15792,-1.14146,1.88686,18.918,200.055,86.2303,-32.8427,161.172,92.8019,-1.53013,153.166,92.1994,-1.53013,153.166,92.1994,40.0591,159.899,77.8955,68.137,165.606,69.062,82.835,169.994,65.431,-4.67042,164.897,75.557,46.6069,201.25,75.1102,74.5458,226.315,74.6252,90.5928,239.42,77.1446,99.364,246.086,79.8446,-9.99116,174.035,77.4368,33.6544,214.595,79.2582,63.3987,244.267,80.5537,81.7616,260.094,84.9148,91.2587,266.189,90.2013,-15.4386,181.175,82.5853,18.0047,222.769,86.5698,42.8003,252.397,91.7344,58.9326,269.036,97.8058,67.7138,275.705,103.564,-21.7615,185.381,91.9406,3.24067,227.987,95.6909,19.8219,252.194,105.198,28.841,265.36,110.369,36.45,268.578,118.261,wave
07.07.00.668365,1.429823,1.419758,1.151149,0.936483,0.190655,-0.294363,0.901213,0.346468,-0.260336,0.277982,-0.124022,0.952546,-2.05736,-1.14251,0.908192,18.9002,200.045,86.2382,-32.8445,161.141,92.8015,-1.52516,153.145,92.1921,-1.52516,153.145,92.1921,40.0658,159.901,77.9043,68.144,165.617,69.0786,82.8422,170.003,65.4474,-4.67045,164.879,75.553,46.5883,201.259,75.1197,74.5246,226.326,74.6455,90.5709,239.429,77.1851,99.3408,246.089,79.9031,-9.99517,174.013,77.4353,33.6296,214.595,79.2711,63.3539,244.288,80.5555,81.7114,260.117,84.932,91.2047,266.206,90.2325,-15.4466,181.149,82.5855,17.9753,222.758,86.5842,42.7389,252.418,91.7214,58.8574,269.072,97.7868,67.634,275.748,103.545,-21.7713,185.348,91.9426,3.20893,227.966,95.7069,19.7624,252.194,105.208,28.7669,265.374,110.376,36.3728,268.578,118.277,wave
07.07.00.684324,1.430454,1.420146,1.150761,0.936456,0.191544,-0.293873,0.901475,0.345515,-0.260694,0.278009,-0.124163,0.95252,-1.7626,0.951926,2.10718,18.8714,200.044,86.2624,-32.8464,161.104,92.8108,-1.51064,153.123,92.1944,-1.51064,153.123,92.1944,40.0816,159.925,77.9315,68.1591,165.668,69.1204,82.8561,170.063,65.4943,-4.66576,164.862,75.5608,46.5588,201.29,75.1477,74.4823,226.374,74.6738,90.5242,239.478,77.242,99.2903,246.134,79.9845,-9.99824,173.989,77.4453,33.5882,214.611,79.3024,63.2762,244.344,80.5633,81.6231,260.182,84.9609,91.1098,266.263,90.2853,-15.4569,181.117,82.5978,17.9254,222.756,86.6173,42.6393,252.466,91.7126,58.7355,269.149,97.7634,67.505,275.835,103.522,-21.7855,185.305,91.9576,3.15426,227.945,95.7422,19.6657,252.209,105.231,28.6478,265.408,110.392,36.2496,268.606,118.302,wave
07.07.00.699284,1.430354,1.419864,1.151824,0.936378,0.192358,-0.29359,0.901436,0.346121,-0.260025,0.278112,-0.123855,0.95253,-0.461342,2.43815,-0.309999,18.8529,200.073,86.2686,-32.8426,161.101,92.8172,-1.50106,153.141,92.2082,-1.50106,153.141,92.2082,40.0888,159.964,77.948,68.1644,165.732,69.1453,82.8572,170.155,65.5348,-4.66328,164.874,75.5729,46.5395,201.333,75.1528,74.4481,226.435,74.6764,90.4837,239.546,77.2624,99.2453,246.202,80.0222,-10.001,173.999,77.4562,33.5611,214.647,79.3059,63.2263,244.406,80.5566,81.5658,260.25,84.9714,91.0466,266.321,90.3207,-15.464,181.124,82.6077,17.8935,222.784,86.62,42.5807,252.522,91.692,58.6641,269.222,97.7334,67.4297,275.911,103.497,-21.7947,185.309,91.9676,3.11965,227.965,95.7451,19.6094,252.249,105.22,28.5796,265.459,110.374,36.1803,268.683,118.273,wave
07.07.00.713244,1.430304,1.4197,1.152838,0.936364,0.192478,-0.293555,0.901344,0.346532,-0.259797,0.277939,-0.12344,0.952634,-0.246702,1.59695,0.125989,18.8253,200.086,86.2789,-32.8554,161.095,92.8264,-1.51012,153.151,92.2288,-1.51012,153.151,92.2288,40.0787,159.96,77.9582,68.1543,165.731,69.1563,82.8447,170.174,65.5588,-4.67415,164.876,75.5903,46.5138,201.355,75.1707,74.4126,226.469,74.6511,90.4456,239.587,77.2271,99.206,246.247,79.983,-10.0159,173.998,77.4668,33.5292,214.665,79.3138,63.1785,244.443,80.5385,81.5112,260.3,84.943,90.9894,266.375,90.2945,-15.4828,181.123,82.6152,17.8567,222.798,86.6221,42.5267,252.555,91.6747,58.6017,269.268,97.7083,67.3641,275.962,103.471,-21.8165,185.308,91.9739,3.0795,227.974,95.7439,19.5492,252.279,105.203,28.5087,265.501,110.349,36.1068,268.737,118.248,wave
07.07.00.731199,1.430113,1.419502,1.153522,0.936347,0.192618,-0.293516,0.901271,0.346822,-0.259663,0.277848,-0.123172,0.952696,-1.14346,2.1425,1.12335,18.8153,200.105,86.2888,-32.8642,161.113,92.8406,-1.52013,153.171,92.2498,-1.52013,153.171,92.2498,40.0682,159.978,77.976,68.1436,165.754,69.1752,82.8327,170.207,65.5839,-4.68256,164.891,75.6079,46.5052,201.371,75.1831,74.4,226.491,74.6575,90.4308,239.613,77.2305,99.1898,246.276,79.9857,-10.0248,174.015,77.4811,33.5199,214.682,79.3209,63.1683,244.463,80.5466,81.4997,260.323,84.9507,90.9764,266.395,90.309,-15.4922,181.141,82.627,17.8467,222.817,86.6255,42.5183,252.574,91.6831,58.5929,269.287,97.7181,67.3548,275.98,103.485,-21.827,185.328,91.9839,3.06844,227.996,95.7443,19.5374,252.301,105.205,28.4965,265.523,110.352,36.0939,268.775,118.245,wave
07.07.00.746156,1.42974,1.419145,1.154877,0.936374,0.192706,-0.293372,0.901083,0.347244,-0.259752,0.277559,-0.122594,0.952854,0.571132,-0.354288,1.16922,18.815,200.131,86.2997,-32.8655,161.141,92.862,-1.52447,153.203,92.2845,-1.52447,153.203,92.2845,40.0645,159.984,77.9983,68.1418,165.763,69.2014,82.8282,170.245,65.6321,-4.68183,164.912,75.6346,46.509,201.387,75.2018,74.4001,226.515,74.6551,90.4289,239.645,77.2161,99.187,246.314,79.9653,-10.024,174.037,77.4997,33.5233,214.702,79.3268,63.1736,244.486,80.5317,81.5043,260.357,84.9163,90.9818,266.436,90.2679,-15.4925,181.167,82.6396,17.8486,222.843,86.6216,42.5295,252.596,91.6795,58.6073,269.311,97.711,67.3694,276.01,103.472,-21.8299,185.36,91.9924,3.06784,228.028,95.7333,19.5377,252.337,105.187,28.4969,265.56,110.33,36.0933,268.859,118.205,wave
07.07.00.761116,1.429873,1.419355,1.154621,0.936438,0.192363,-0.293395,0.901142,0.346973,-0.259909,0.277259,-0.122547,0.952948,-0.0115897,0.766424,1.54867,18.8138,200.148,86.3298,-32.8757,161.169,92.885,-1.53483,153.225,92.3145,-1.53483,153.225,92.3145,40.0561,159.975,78.0162,68.1366,165.743,69.2183,82.8235,170.235,65.6589,-4.68648,164.933,75.6626,46.5115,201.398,75.2408,74.4087,226.524,74.6792,90.4407,239.657,77.2262,99.201,246.331,79.96,-10.0272,174.059,77.5235,33.5276,214.716,79.3588,63.1819,244.502,80.5522,81.5139,260.378,84.9249,90.9933,266.467,90.2672,-15.4957,181.191,82.6611,17.8522,222.861,86.6484,42.5367,252.619,91.6894,58.6174,269.338,97.7127,67.3809,276.043,103.468,-21.8348,185.385,92.0137,3.07017,228.048,95.7572,19.5399,252.366,105.191,28.4987,265.594,110.323,36.0963,268.954,118.172,wave
07.07.00.776076,1.429683,1.419331,1.153956,0.936457,0.191382,-0.293975,0.901088,0.346911,-0.26018,0.277425,-0.122841,0.952862,2.5953,-0.45872,-0.323487,18.8497,200.143,86.3367,-32.8599,161.192,92.9008,-1.52658,153.234,92.3214,-1.52658,153.234,92.3214,40.0626,159.938,77.9964,68.1439,165.677,69.181,82.8335,170.153,65.6115,-4.67494,164.944,75.6707,46.5459,201.377,75.2403,74.4511,226.495,74.6815,90.4869,239.625,77.2209,99.2499,246.301,79.9417,-10.0099,174.074,77.5348,33.5709,214.703,79.364,63.2407,244.474,80.5533,81.5789,260.349,84.9071,91.0641,266.448,90.2264,-15.4728,181.209,82.6746,17.9025,222.857,86.6585,42.6147,252.59,91.7135,58.7081,269.3,97.7323,67.4777,276.001,103.483,-21.8069,185.404,92.0295,3.12582,228.052,95.7719,19.6169,252.355,105.206,28.5872,265.575,110.337,36.1896,268.944,118.178,wave
